Date,Time,Open,High,Low,Close,Volume
2024.01.01,22:45,0.89239,0.89249,0.89239,0.8924,102
2024.01.01,23:00,0.89231,0.8926,0.89211,0.89236,418
2024.01.01,23:15,0.89143,0.89154,0.89135,0.8915,498
2024.01.01,23:30,0.89205,0.89239,0.89201,0.89213,161
2024.01.01,23:45,0.89143,0.89162,0.89134,0.89153,124
2024.01.02,00:00,0.89141,0.89158,0.89115,0.89153,396
2024.01.02,00:15,0.89159,0.89182,0.89129,0.89175,384
2024.01.02,00:30,0.89219,0.89239,0.89193,0.89218,118
2024.01.02,00:45,0.89218,0.89224,0.8919,0.89206,289
2024.01.02,01:00,0.89219,0.8925,0.89175,0.8921,423
2024.01.02,01:15,0.89186,0.89208,0.89175,0.892,401
2024.01.02,01:30,0.89255,0.89259,0.89244,0.89251,452
2024.01.02,01:45,0.89237,0.89253,0.89233,0.89237,375
2024.01.02,02:00,0.89234,0.89249,0.89216,0.89224,127
2024.01.02,02:15,0.89192,0.89209,0.89184,0.89184,263
2024.01.02,02:30,0.89207,0.89221,0.89196,0.89212,256
2024.01.02,02:45,0.89233,0.89234,0.89215,0.89227,127
2024.01.02,03:00,0.89271,0.89277,0.89262,0.89273,287
2024.01.02,03:15,0.89264,0.89277,0.89249,0.89262,168
2024.01.02,03:30,0.89257,0.89258,0.89236,0.89252,175
2024.01.02,03:45,0.89297,0.89322,0.89297,0.89309,160
2024.01.02,04:00,0.89351,0.8937,0.89319,0.89362,285
2024.01.02,04:15,0.89352,0.89362,0.8932,0.89341,275
2024.01.02,04:30,0.89341,0.89365,0.89332,0.89339,486
2024.01.02,04:45,0.89322,0.89329,0.89306,0.89315,144
2024.01.02,05:00,0.89319,0.89337,0.89319,0.89323,484
2024.01.02,05:15,0.89338,0.89372,0.89312,0.89359,222
2024.01.02,05:30,0.89341,0.8935,0.89316,0.89327,274
2024.01.02,05:45,0.89333,0.89365,0.89318,0.89339,87
2024.01.02,06:00,0.89308,0.89312,0.89254,0.89295,210
2024.01.02,06:15,0.89275,0.89323,0.89245,0.89291,435
2024.01.02,06:30,0.89318,0.89327,0.89297,0.89309,322
2024.01.02,06:45,0.89307,0.89326,0.89288,0.89311,144
2024.01.02,07:00,0.89316,0.8933,0.89308,0.89328,369
2024.01.02,07:15,0.89344,0.89356,0.89332,0.89349,340
2024.01.02,07:30,0.89359,0.89382,0.89355,0.89376,181
2024.01.02,07:45,0.89398,0.89439,0.89391,0.89414,153
2024.01.02,08:00,0.89395,0.89429,0.89373,0.89389,192
2024.01.02,08:15,0.89339,0.89354,0.8931,0.8932,358
2024.01.02,08:30,0.89326,0.89347,0.89304,0.89335,497
2024.01.02,08:45,0.89381,0.8939,0.89369,0.89389,460
2024.01.02,09:00,0.8943,0.89442,0.89424,0.89436,343
2024.01.02,09:15,0.89376,0.89386,0.89335,0.89369,64
2024.01.02,09:30,0.89357,0.89362,0.89338,0.89349,179
2024.01.02,09:45,0.8935,0.89356,0.89324,0.89354,332
2024.01.02,10:00,0.89326,0.8934,0.89323,0.89333,249
2024.01.02,10:15,0.89288,0.89298,0.89276,0.89289,153
2024.01.02,10:30,0.89355,0.89363,0.89353,0.89361,373
2024.01.02,10:45,0.89393,0.89403,0.89382,0.89391,100
2024.01.02,11:00,0.89396,0.89404,0.89395,0.89403,351
2024.01.02,11:15,0.89386,0.89393,0.89376,0.89383,50
2024.01.02,11:30,0.89384,0.89413,0.89359,0.89396,358
2024.01.02,11:45,0.89425,0.89434,0.89394,0.89407,124
2024.01.02,12:00,0.89405,0.89417,0.89392,0.89404,177
2024.01.02,12:15,0.89397,0.8942,0.89392,0.89395,229
2024.01.02,12:30,0.89417,0.89419,0.89386,0.89402,199
2024.01.02,12:45,0.89384,0.89394,0.89377,0.89384,410
2024.01.02,13:00,0.89377,0.89394,0.89338,0.89377,190
2024.01.02,13:15,0.89341,0.89379,0.89332,0.8935,207
2024.01.02,13:30,0.89419,0.89435,0.89377,0.89397,162
2024.01.02,13:45,0.89431,0.89462,0.89423,0.89428,462
2024.01.02,14:00,0.89431,0.89434,0.89421,0.89428,211
2024.01.02,14:15,0.89419,0.8942,0.89405,0.89412,398
2024.01.02,14:30,0.89445,0.89478,0.89429,0.8944,304
2024.01.02,14:45,0.89426,0.89439,0.89408,0.89432,467
2024.01.02,15:00,0.89465,0.89472,0.89453,0.89457,360
2024.01.02,15:15,0.89412,0.89439,0.89387,0.89406,435
2024.01.02,15:30,0.89397,0.89406,0.8939,0.89405,305
2024.01.02,15:45,0.89349,0.89374,0.89345,0.89348,391
2024.01.02,16:00,0.89339,0.89343,0.89334,0.89339,264
2024.01.02,16:15,0.8933,0.89356,0.89298,0.89335,408
2024.01.02,16:30,0.89352,0.8937,0.89335,0.8935,78
2024.01.02,16:45,0.89336,0.89347,0.89325,0.89328,471
2024.01.02,17:00,0.89324,0.89334,0.89297,0.89324,166
2024.01.02,17:15,0.89367,0.89395,0.89352,0.89371,222
2024.01.02,17:30,0.89363,0.89391,0.89356,0.89374,179
2024.01.02,17:45,0.89388,0.89399,0.89379,0.89382,331
2024.01.02,18:00,0.89404,0.89418,0.89393,0.89416,359
2024.01.02,18:15,0.89472,0.89478,0.89471,0.89474,338
2024.01.02,18:30,0.89482,0.89507,0.89475,0.89479,386
2024.01.02,18:45,0.89548,0.89549,0.89525,0.89542,122
2024.01.02,19:00,0.89547,0.89552,0.89517,0.89547,91
2024.01.02,19:15,0.89525,0.89527,0.89515,0.8952,492
2024.01.02,19:30,0.89518,0.89527,0.89505,0.89507,265
2024.01.02,19:45,0.89526,0.89553,0.89514,0.89533,247
2024.01.02,20:00,0.8957,0.89585,0.89565,0.89567,337
2024.01.02,20:15,0.89578,0.89581,0.89564,0.89568,299
2024.01.02,20:30,0.89548,0.89559,0.89536,0.89553,377
2024.01.02,20:45,0.89584,0.89592,0.89577,0.89591,152
2024.01.02,21:00,0.89593,0.896,0.89584,0.89591,147
2024.01.02,21:15,0.89593,0.89608,0.89551,0.89583,88
2024.01.02,21:30,0.89594,0.89631,0.89584,0.89602,259
2024.01.02,21:45,0.89531,0.8955,0.89528,0.89539,276
2024.01.02,22:00,0.89541,0.89568,0.89533,0.89552,294
2024.01.02,22:15,0.89622,0.89632,0.896,0.8961,463
2024.01.02,22:30,0.89565,0.89598,0.89552,0.89571,52
2024.01.02,22:45,0.89521,0.89532,0.89514,0.89527,342
2024.01.02,23:00,0.89526,0.8953,0.89495,0.89518,189
2024.01.02,23:15,0.89533,0.89558,0.89521,0.89535,275
2024.01.02,23:30,0.89566,0.89591,0.89543,0.89567,275
2024.01.02,23:45,0.89556,0.89567,0.89548,0.89565,264
2024.01.03,00:00,0.89604,0.89616,0.89591,0.89607,209
2024.01.03,00:15,0.89667,0.89677,0.89627,0.8966,172
2024.01.03,00:30,0.89675,0.89692,0.89662,0.89676,173
2024.01.03,00:45,0.89639,0.89664,0.89638,0.89653,86
2024.01.03,01:00,0.89672,0.89688,0.89613,0.89665,398
2024.01.03,01:15,0.89669,0.89698,0.89661,0.89685,286
2024.01.03,01:30,0.89689,0.8972,0.89684,0.89694,108
2024.01.03,01:45,0.89705,0.89722,0.89697,0.89712,219
2024.01.03,02:00,0.8972,0.8973,0.89716,0.89719,94
2024.01.03,02:15,0.89714,0.89717,0.8969,0.89708,464
2024.01.03,02:30,0.89686,0.89699,0.89661,0.89671,409
2024.01.03,02:45,0.89691,0.89713,0.89669,0.89693,375
2024.01.03,03:00,0.89725,0.89728,0.89704,0.89721,86
2024.01.03,03:15,0.89709,0.89712,0.89685,0.89701,455
2024.01.03,03:30,0.89695,0.89738,0.89686,0.8971,300
2024.01.03,03:45,0.8972,0.89728,0.89702,0.89704,484
2024.01.03,04:00,0.89701,0.89728,0.89699,0.8971,334
2024.01.03,04:15,0.89683,0.89693,0.89674,0.89678,71
2024.01.03,04:30,0.8969,0.89706,0.89685,0.89702,306
2024.01.03,04:45,0.89733,0.89753,0.89722,0.89739,330
2024.01.03,05:00,0.89752,0.89778,0.89701,0.89739,109
2024.01.03,05:15,0.89746,0.89755,0.89735,0.89752,223
2024.01.03,05:30,0.89742,0.8975,0.89732,0.89749,73
2024.01.03,05:45,0.89755,0.89777,0.89753,0.89766,255
2024.01.03,06:00,0.89811,0.89833,0.89792,0.89798,481
2024.01.03,06:15,0.89778,0.89783,0.89754,0.89782,393
2024.01.03,06:30,0.8979,0.89791,0.89779,0.89781,369
2024.01.03,06:45,0.8979,0.89801,0.89776,0.898,266
2024.01.03,07:00,0.8981,0.89817,0.89805,0.89805,137
2024.01.03,07:15,0.89797,0.89797,0.89774,0.89796,210
2024.01.03,07:30,0.8979,0.8979,0.8977,0.89774,338
2024.01.03,07:45,0.89761,0.89777,0.89743,0.89753,192
2024.01.03,08:00,0.8974,0.89746,0.89729,0.89733,172
2024.01.03,08:15,0.89735,0.89748,0.89724,0.89738,227
2024.01.03,08:30,0.89772,0.898,0.89767,0.89792,133
2024.01.03,08:45,0.8985,0.89879,0.89848,0.89862,176
2024.01.03,09:00,0.89909,0.89911,0.89895,0.89905,350
2024.01.03,09:15,0.89863,0.89878,0.89836,0.89861,270
2024.01.03,09:30,0.89878,0.89895,0.89832,0.89877,451
2024.01.03,09:45,0.89841,0.89884,0.89834,0.89866,461
2024.01.03,10:00,0.89883,0.89898,0.89866,0.8987,399
2024.01.03,10:15,0.89867,0.89883,0.89861,0.89875,269
2024.01.03,10:30,0.89833,0.89878,0.89832,0.89848,115
2024.01.03,10:45,0.89883,0.8989,0.89859,0.89872,180
2024.01.03,11:00,0.89912,0.89936,0.89903,0.89915,57
2024.01.03,11:15,0.8996,0.89995,0.89939,0.89972,51
2024.01.03,11:30,0.8998,0.89985,0.89955,0.8998,365
2024.01.03,11:45,0.90023,0.90055,0.89996,0.90031,280
2024.01.03,12:00,0.90021,0.90047,0.90001,0.9003,473
2024.01.03,12:15,0.89986,0.9001,0.89969,0.8998,59
2024.01.03,12:30,0.89924,0.89938,0.8992,0.89934,325
2024.01.03,12:45,0.8995,0.89951,0.89928,0.89939,333
2024.01.03,13:00,0.8993,0.89965,0.89925,0.89934,205
2024.01.03,13:15,0.89938,0.89955,0.89931,0.89939,383
2024.01.03,13:30,0.8994,0.8995,0.8993,0.89932,294
2024.01.03,13:45,0.89978,0.8999,0.89951,0.89958,300
2024.01.03,14:00,0.89983,0.89988,0.89944,0.89959,227
2024.01.03,14:15,0.89971,0.90006,0.8996,0.89975,390
2024.01.03,14:30,0.89983,0.89992,0.89965,0.89981,135
2024.01.03,14:45,0.90003,0.90023,0.90002,0.90005,463
2024.01.03,15:00,0.90069,0.90079,0.90066,0.90078,125
2024.01.03,15:15,0.90083,0.90093,0.90081,0.90089,336
2024.01.03,15:30,0.9006,0.90087,0.90048,0.90062,269
2024.01.03,15:45,0.90072,0.90088,0.90056,0.90068,138
2024.01.03,16:00,0.90077,0.90087,0.90053,0.90081,373
2024.01.03,16:15,0.90114,0.9013,0.90112,0.9012,131
2024.01.03,16:30,0.9011,0.90129,0.90105,0.90118,359
2024.01.03,16:45,0.90082,0.90112,0.90062,0.90095,192
2024.01.03,17:00,0.90071,0.90094,0.90045,0.90068,340
2024.01.03,17:15,0.90112,0.90146,0.90102,0.90131,52
2024.01.03,17:30,0.90148,0.90148,0.90137,0.90138,349
2024.01.03,17:45,0.90073,0.90083,0.90048,0.90075,413
2024.01.03,18:00,0.90096,0.901,0.90094,0.90095,320
2024.01.03,18:15,0.90093,0.90114,0.90082,0.90089,422
2024.01.03,18:30,0.90062,0.9009,0.9006,0.90074,193
2024.01.03,18:45,0.90081,0.90088,0.90075,0.9008,139
2024.01.03,19:00,0.90076,0.90083,0.90062,0.90081,446
2024.01.03,19:15,0.90065,0.90083,0.90057,0.9007,489
2024.01.03,19:30,0.90069,0.90088,0.90066,0.9008,425
2024.01.03,19:45,0.90053,0.90057,0.90015,0.90056,75
2024.01.03,20:00,0.9007,0.90089,0.9005,0.90067,121
2024.01.03,20:15,0.90076,0.90099,0.90055,0.90067,201
2024.01.03,20:30,0.90059,0.9008,0.90049,0.90062,213
2024.01.03,20:45,0.90055,0.90072,0.90044,0.9005,157
2024.01.03,21:00,0.90041,0.90061,0.90022,0.90054,209
2024.01.03,21:15,0.90018,0.90031,0.9001,0.90019,458
2024.01.03,21:30,0.89998,0.90022,0.89968,0.89993,290
2024.01.03,21:45,0.90004,0.90022,0.89991,0.90002,158
2024.01.03,22:00,0.89972,0.89982,0.89961,0.8997,98
2024.01.03,22:15,0.89983,0.89998,0.89976,0.89979,313
2024.01.03,22:30,0.89988,0.90003,0.89958,0.89991,308
2024.01.03,22:45,0.8995,0.89971,0.8995,0.89951,165
2024.01.03,23:00,0.89954,0.89969,0.89939,0.89959,257
2024.01.03,23:15,0.89917,0.89944,0.89878,0.89913,328
2024.01.03,23:30,0.89883,0.89889,0.89865,0.89884,198
2024.01.03,23:45,0.89878,0.89887,0.89872,0.89881,321
2024.01.04,00:00,0.89847,0.89848,0.89828,0.89838,410
2024.01.04,00:15,0.89788,0.89796,0.89754,0.89771,245
2024.01.04,00:30,0.89781,0.89812,0.89751,0.89791,61
2024.01.04,00:45,0.89779,0.89801,0.8977,0.89784,485
2024.01.04,01:00,0.89769,0.89785,0.89758,0.8977,499
2024.01.04,01:15,0.89769,0.89786,0.89748,0.89774,430
2024.01.04,01:30,0.89781,0.89791,0.89774,0.8979,441
2024.01.04,01:45,0.89815,0.89866,0.89813,0.89815,61
2024.01.04,02:00,0.89813,0.8982,0.89796,0.89797,195
2024.01.04,02:15,0.89816,0.89833,0.89791,0.89826,336
2024.01.04,02:30,0.89808,0.89809,0.89796,0.89805,378
2024.01.04,02:45,0.89785,0.89798,0.8977,0.89778,146
2024.01.04,03:00,0.89782,0.89792,0.89776,0.89792,357
2024.01.04,03:15,0.89805,0.89826,0.89798,0.89811,165
2024.01.04,03:30,0.89857,0.89873,0.89834,0.8984,63
2024.01.04,03:45,0.89829,0.89846,0.89817,0.8982,279
2024.01.04,04:00,0.89844,0.89855,0.89833,0.89834,114
2024.01.04,04:15,0.8986,0.89871,0.89842,0.89864,222
2024.01.04,04:30,0.89861,0.89867,0.89838,0.8985,454
2024.01.04,04:45,0.89818,0.89818,0.89793,0.89811,281
2024.01.04,05:00,0.89823,0.89849,0.89818,0.89831,91
2024.01.04,05:15,0.89813,0.89843,0.89804,0.89828,78
2024.01.04,05:30,0.89837,0.89839,0.89819,0.89831,333
2024.01.04,05:45,0.89869,0.89893,0.89865,0.89875,128
2024.01.04,06:00,0.89872,0.89889,0.89871,0.89874,57
2024.01.04,06:15,0.89864,0.89867,0.89836,0.89856,188
2024.01.04,06:30,0.8984,0.89858,0.89803,0.89822,401
2024.01.04,06:45,0.89819,0.89829,0.89811,0.89812,386
2024.01.04,07:00,0.89839,0.89862,0.89817,0.89851,483
2024.01.04,07:15,0.89845,0.89851,0.89845,0.8985,304
2024.01.04,07:30,0.89889,0.89921,0.89878,0.89894,429
2024.01.04,07:45,0.899,0.89914,0.8989,0.89894,383
2024.01.04,08:00,0.89949,0.89966,0.89944,0.89947,223
2024.01.04,08:15,0.89914,0.89936,0.89909,0.89919,480
2024.01.04,08:30,0.89941,0.89953,0.89922,0.8994,409
2024.01.04,08:45,0.89905,0.89909,0.899,0.89902,199
2024.01.04,09:00,0.89913,0.89927,0.89905,0.89918,456
2024.01.04,09:15,0.89931,0.89951,0.89897,0.8994,233
2024.01.04,09:30,0.89917,0.89922,0.89902,0.89918,278
2024.01.04,09:45,0.89915,0.89933,0.89904,0.89908,411
2024.01.04,10:00,0.89873,0.89894,0.89861,0.89877,268
2024.01.04,10:15,0.89864,0.89892,0.89859,0.89875,135
2024.01.04,10:30,0.89882,0.89892,0.89869,0.89888,69
2024.01.04,10:45,0.89864,0.89871,0.8985,0.89861,150
2024.01.04,11:00,0.89853,0.89872,0.89835,0.89858,276
2024.01.04,11:15,0.89869,0.89882,0.89853,0.89859,322
2024.01.04,11:30,0.89845,0.89884,0.89836,0.89846,385
2024.01.04,11:45,0.89866,0.89881,0.8986,0.8986,207
2024.01.04,12:00,0.89844,0.89867,0.89843,0.89854,415
2024.01.04,12:15,0.89866,0.89879,0.89854,0.89862,68
2024.01.04,12:30,0.89832,0.89835,0.89806,0.89817,195
2024.01.04,12:45,0.89801,0.89809,0.89792,0.89807,362
2024.01.04,13:00,0.89812,0.8982,0.89775,0.89803,289
2024.01.04,13:15,0.89818,0.89832,0.89802,0.89807,187
2024.01.04,13:30,0.8981,0.89837,0.89804,0.89809,475
2024.01.04,13:45,0.89798,0.89806,0.8977,0.8978,98
2024.01.04,14:00,0.89799,0.89812,0.89785,0.8981,175
2024.01.04,14:15,0.8981,0.89836,0.89781,0.89806,375
2024.01.04,14:30,0.89798,0.8982,0.89798,0.89805,262
2024.01.04,14:45,0.89779,0.89792,0.89772,0.89777,169
2024.01.04,15:00,0.89775,0.89779,0.89756,0.89773,119
2024.01.04,15:15,0.89773,0.89791,0.89736,0.8978,56
2024.01.04,15:30,0.89776,0.89793,0.8977,0.89789,192
2024.01.04,15:45,0.89782,0.89801,0.89775,0.89787,191
2024.01.04,16:00,0.89808,0.89827,0.89793,0.89797,452
2024.01.04,16:15,0.89806,0.89808,0.89792,0.89804,135
2024.01.04,16:30,0.89832,0.89873,0.89827,0.89833,135
2024.01.04,16:45,0.89891,0.89906,0.8988,0.89888,379
2024.01.04,17:00,0.899,0.89913,0.89856,0.89892,174
2024.01.04,17:15,0.89869,0.89886,0.89864,0.89871,108
2024.01.04,17:30,0.89853,0.89859,0.89844,0.89858,440
2024.01.04,17:45,0.89862,0.89884,0.8985,0.89868,192
2024.01.04,18:00,0.89877,0.89881,0.8986,0.89864,107
2024.01.04,18:15,0.89874,0.89899,0.89861,0.89875,436
2024.01.04,18:30,0.89877,0.8989,0.89863,0.89877,485
2024.01.04,18:45,0.89818,0.89833,0.89809,0.89811,316
2024.01.04,19:00,0.89814,0.89835,0.89795,0.89808,213
2024.01.04,19:15,0.89783,0.89804,0.89766,0.89787,287
2024.01.04,19:30,0.89754,0.89761,0.8974,0.8976,312
2024.01.04,19:45,0.89718,0.89738,0.89679,0.89719,57
2024.01.04,20:00,0.89727,0.89738,0.89715,0.89718,415
2024.01.04,20:15,0.89718,0.89743,0.89717,0.89722,424
2024.01.04,20:30,0.89732,0.89741,0.8972,0.89726,180
2024.01.04,20:45,0.89774,0.89782,0.89762,0.89779,314
2024.01.04,21:00,0.89783,0.89812,0.89768,0.89792,444
2024.01.04,21:15,0.898,0.89811,0.89776,0.89793,180
2024.01.04,21:30,0.89795,0.89811,0.89786,0.89793,267
2024.01.04,21:45,0.89786,0.89792,0.89773,0.89779,480
2024.01.04,22:00,0.89791,0.89809,0.89748,0.89778,322
2024.01.04,22:15,0.89775,0.89794,0.89774,0.89776,261
2024.01.04,22:30,0.89763,0.89771,0.89749,0.89767,197
2024.01.04,22:45,0.89783,0.8979,0.89759,0.89772,53
2024.01.04,23:00,0.89763,0.89769,0.89752,0.89761,362
2024.01.04,23:15,0.89789,0.89814,0.89778,0.89794,382
2024.01.04,23:30,0.89802,0.89813,0.89787,0.89793,95
2024.01.04,23:45,0.89822,0.89831,0.8979,0.89829,79
2024.01.05,00:00,0.89827,0.89848,0.89823,0.89824,319
2024.01.05,00:15,0.89818,0.89831,0.89812,0.89824,484
2024.01.05,00:30,0.89839,0.89869,0.89824,0.89855,173
2024.01.05,00:45,0.89841,0.89868,0.89836,0.89856,473
2024.01.05,01:00,0.8981,0.89818,0.89792,0.89803,90
2024.01.05,01:15,0.89814,0.8983,0.89801,0.89816,176
2024.01.05,01:30,0.89831,0.89871,0.89824,0.89838,317
2024.01.05,01:45,0.8984,0.89859,0.89826,0.89841,250
2024.01.05,02:00,0.89849,0.8988,0.89839,0.8987,480
2024.01.05,02:15,0.8984,0.89842,0.89822,0.89836,455
2024.01.05,02:30,0.8988,0.89906,0.89855,0.89886,181
2024.01.05,02:45,0.89864,0.8987,0.89848,0.89859,116
2024.01.05,03:00,0.8987,0.89877,0.89848,0.89875,306
2024.01.05,03:15,0.89858,0.89881,0.89853,0.89854,332
2024.01.05,03:30,0.89843,0.89853,0.89821,0.89842,340
2024.01.05,03:45,0.89807,0.89866,0.89793,0.89826,98
2024.01.05,04:00,0.89856,0.89886,0.89848,0.89878,412
2024.01.05,04:15,0.89862,0.89886,0.8986,0.89873,108
2024.01.05,04:30,0.89902,0.89902,0.89873,0.89901,196
2024.01.05,04:45,0.89922,0.89923,0.89907,0.89913,68
2024.01.05,05:00,0.89935,0.8995,0.89924,0.89948,289
2024.01.05,05:15,0.89976,0.89995,0.89964,0.8998,226
2024.01.05,05:30,0.90024,0.90037,0.90013,0.90017,176
2024.01.05,05:45,0.89998,0.9002,0.89981,0.90016,162
2024.01.05,06:00,0.9003,0.90042,0.90012,0.90039,499
2024.01.05,06:15,0.90046,0.90059,0.90029,0.90046,250
2024.01.05,06:30,0.90072,0.90079,0.90062,0.90074,51
2024.01.05,06:45,0.90109,0.90126,0.90104,0.90125,284
2024.01.05,07:00,0.90197,0.9021,0.90168,0.90203,328
2024.01.05,07:15,0.90231,0.90236,0.90219,0.9023,122
2024.01.05,07:30,0.90257,0.90267,0.90234,0.90255,244
2024.01.05,07:45,0.90206,0.90226,0.90178,0.90215,362
2024.01.05,08:00,0.90213,0.90243,0.90192,0.90238,205
2024.01.05,08:15,0.90208,0.90218,0.90204,0.90215,197
2024.01.05,08:30,0.90221,0.90252,0.90198,0.90217,444
2024.01.05,08:45,0.90247,0.90275,0.90222,0.90257,165
2024.01.05,09:00,0.90298,0.90332,0.90298,0.90301,94
2024.01.05,09:15,0.9029,0.90291,0.90285,0.90287,283
2024.01.05,09:30,0.90243,0.90257,0.90233,0.90233,475
